0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.011747;0.0034658
0.01508;0.0034658
0.016747;0.0034658
0.018414;0.0034658
0.018414;0.011799
0.018414;0.015133
0.02508;0.016799
0.026747;0.023466
0.026747;0.033466
0.02508;0.038466
0.021747;0.041799
0.021747;0.045133
0.021747;0.048466
0.021747;0.050133
0.02008;0.050133
0.02008;0.051799
0.02008;0.053466
0.021747;0.053466
0.02008;0.053466
0.02008;0.053466
0.023414;0.053466
0.023414;0.053466
0.023414;0.055133
0.023414;0.063466
0.02508;0.073466
0.026747;0.080133
0.031747;0.083466
0.033414;0.083466
0.03508;0.086799
0.036747;0.088466
0.036747;0.088466
0.04008;0.093466
0.04008;0.095133
0.041747;0.10013
0.046747;0.10347
0.06008;0.1068
0.073414;0.11013
0.08508;0.11513
0.098414;0.1168
0.11008;0.1218
0.11841;0.1268
0.14508;0.13347
0.15508;0.14013
0.15675;0.14847
0.16008;0.16513
0.15841;0.17347
0.16341;0.1868
0.15841;0.20013
0.15175;0.2118
0.15175;0.2218
0.14508;0.2318
0.14008;0.24013
0.14175;0.23847
0.13675;0.23847
0.13175;0.2368
0.13008;0.23513
0.13175;0.23513
0.13008;0.2368
0.13008;0.24013
0.13175;0.2418
0.13341;0.24513
0.13508;0.2468
0.13675;0.24847
0.13675;0.25013
0.14175;0.25013
0.14341;0.2518
0.14508;0.25847
0.15008;0.2668
0.15175;0.2818
0.15341;0.2918
0.15675;0.29513
0.16175;0.3018
0.17008;0.30847
0.17175;0.31847
0.17341;0.3318
0.17508;0.3468
0.18008;0.35847
0.18675;0.36847
0.18675;0.37513
0.18841;0.3818
0.18841;0.38513
0.19175;0.39013
0.19341;0.3918
0.19508;0.39347
0.19675;0.39513
0.20008;0.39513
0.20175;0.39347
0.20341;0.39013
0.20508;0.38847
0.20508;0.38847
0.20841;0.38847
0.21008;0.38847
0.21175;0.3868
0.21341;0.38847
0.21508;0.3868
0.21841;0.38513
0.22175;0.38347
0.22341;0.37847
0.22341;0.37013
0.22341;0.36347
0.22508;0.3568
0.22675;0.35347
0.22675;0.35013
0.22675;0.34513
0.22675;0.33847
0.22675;0.33847
0.22675;0.3368
0.22675;0.33847
0.22675;0.3368
0.22675;0.3418
0.22675;0.3418
0.22841;0.33847
0.22841;0.33847
0.22675;0.33847
0.23008;0.33847
0.23008;0.33847
0.23008;0.3368
0.23175;0.33847
0.23175;0.33847
0.23008;0.33847
0.23008;0.3368
0.23175;0.33513
0.23175;0.33347
0.23341;0.3318
0.23508;0.33013
0.23508;0.33013
0.23675;0.32847
0.23841;0.32847
0.24175;0.32847
0.24508;0.32513
0.24508;0.32347
0.24508;0.32347
0.24508;0.32013
0.24341;0.31847
0.24175;0.3168
0.24008;0.31513
0.24008;0.31013
0.23841;0.30847
0.23841;0.30513
0.23675;0.3018
0.23675;0.29847
0.23508;0.2968
0.23508;0.29513
0.23508;0.29513
0.23008;0.29347
0.23175;0.29347
0.23175;0.29347
0.23175;0.29347
0.23008;0.2918
0.22841;0.29013
0.22675;0.29013
0.22508;0.29013
0.22508;0.2918
0.22508;0.2918
0.22175;0.2918
0.22008;0.2918
0.21841;0.29347
0.21341;0.2968
0.21175;0.2968
0.21008;0.29847
0.21008;0.30013
0.20675;0.30013
0.20675;0.30013
0.20508;0.30347
0.20008;0.30513
0.19675;0.30847
0.19508;0.30847
0.19508;0.30847
0.19508;0.30847
0.19341;0.31013
0.19341;0.31347
0.19508;0.31513
0.19508;0.3168
0.19675;0.32013
0.19508;0.3218
0.19675;0.32347
0.19841;0.32347
0.19675;0.3218
0.19341;0.3218
0.19008;0.3218
0.18841;0.31847
0.18175;0.3168
0.18008;0.31347
0.17841;0.31013
0.17841;0.31013
0.17841;0.31013
0.18008;0.30847
0.18008;0.30847
0.18008;0.3068
0.18008;0.3068
0.18341;0.30513
0.18175;0.30513
0.18175;0.30347
0.18175;0.30347
0.18175;0.30347
0.18008;0.3018
0.18008;0.30013
0.18008;0.2968
0.18341;0.2968
0.18341;0.29513
0.18341;0.29513
0.18341;0.29347
0.18175;0.29347
0.18508;0.29347
0.18841;0.29347
0.19008;0.2918
0.19175;0.2918
0.19175;0.29013
0.19175;0.29013
0.19175;0.29013
0.19341;0.28847
0.19341;0.28847
0.19508;0.2868
0.19508;0.2868
0.19508;0.2868
0.19508;0.28513
0.19508;0.28513
0.19508;0.2868
0.19841;0.2868
0.19841;0.28513
0.20008;0.2868
0.20008;0.28513
0.20175;0.28347
0.20341;0.28347
0.20508;0.28347
0.20675;0.2818
0.20841;0.28347
0.20841;0.28513
0.20841;0.28513
0.21008;0.28347
0.21175;0.28347
0.21175;0.2818
0.211747;0.281799
0.211747;0.281799
0.213414;0.281799
0.213414;0.280133
0.21508;0.281799
0.216747;0.283466
0.218414;0.285133
0.22008;0.285133
0.223414;0.283466
0.223414;0.281799
0.22508;0.280133
0.22508;0.276799
0.22508;0.273466
0.226747;0.275133
0.228414;0.275133
0.228414;0.275133
0.228414;0.273466
0.23008;0.271799
0.23008;0.273466
0.23008;0.271799
0.233414;0.270133
0.23508;0.265133
0.23508;0.265133
0.236747;0.265133
0.236747;0.268466
0.238414;0.270133
0.241747;0.275133
0.243414;0.276799
0.243414;0.278466
0.243414;0.280133
0.243414;0.281799
0.243414;0.281799
0.241747;0.281799
0.24008;0.281799
0.24008;0.281799
0.243414;0.280133
0.243414;0.278466
0.241747;0.278466
0.241747;0.278466
0.241747;0.278466
0.241747;0.276799
0.241747;0.278466
0.243414;0.281799
0.243414;0.281799
0.24508;0.283466
0.246747;0.281799
0.248414;0.281799
0.25008;0.285133
0.25008;0.286799
0.25008;0.286799
0.251747;0.288466
0.251747;0.288466
0.251747;0.288466
0.251747;0.291799
0.251747;0.298466
0.25008;0.303466
0.25008;0.305133
0.25008;0.306799
0.248414;0.308466
0.248414;0.308466
0.248414;0.308466
0.248414;0.305133
0.246747;0.303466
0.243414;0.303466
0.24008;0.306799
0.238414;0.306799
0.231747;0.308466
0.226747;0.310133
0.22508;0.310133
0.22508;0.308466
0.226747;0.308466
0.226747;0.306799
0.228414;0.306799
0.23008;0.306799
0.228414;0.305133
0.226747;0.308466
0.22508;0.310133
0.223414;0.313466
0.223414;0.311799
0.223414;0.316799
0.22008;0.318466
0.22008;0.318466
0.218414;0.320133
0.216747;0.321799
0.213414;0.321799
0.21008;0.323466
0.208414;0.323466
0.203414;0.323466
0.20008;0.325133
0.19508;0.326799
0.193414;0.326799
0.19008;0.328466
0.18508;0.328466
0.183414;0.326799
0.183414;0.326799
0.18008;0.328466
0.173414;0.328466
0.173414;0.330133
0.17008;0.330133
0.166747;0.330133
0.16008;0.331799
0.158414;0.331799
0.158414;0.330133
0.151747;0.330133
0.148414;0.326799
0.14508;0.326799
0.14508;0.325133
0.143414;0.325133
0.14008;0.323466
0.136747;0.323466
0.13508;0.321799
0.138414;0.321799
0.141747;0.323466
0.14008;0.321799
0.14008;0.320133
0.136747;0.318466
0.13508;0.316799
